GSMA TAC,Model as per GSMA,Mobile Device,Brand Name,Manufacturer
44776000,ER120,Kenwood,Kenwood,
44776400,StarTAC 130,Motorola,Motorola,
44776407,StarTAC 130,Motorola,Motorola,
44776418,StarTAC 130,Motorola,Motorola,
44776420,StarTAC 130,Motorola,Motorola,
44776440,StarTAC 130,Motorola,Motorola,
44776467,StarTAC 130,Motorola,Motorola,
44776469,StarTAC 130,Motorola,Motorola,
44776480,StarTAC 130,Motorola,Motorola,
44776500,MG1-4E22,Motorola,Motorola,
44776600,cd160,Motorola,Motorola,
44776640,cd160,Motorola,Motorola,
44776700,MP1-1B12,Motorola,Motorola,
44776800,cd920,Motorola,Motorola,
44776807,B320,Motorola,Motorola,
44776808,B320,Motorola,Motorola,
44776818,B320,Motorola,Motorola,
44776819,B320,Motorola,Motorola,
44776820,B320,Motorola,Motorola,
44776830,B320,Motorola,Motorola,
44776840,B320,Motorola,Motorola,
44776867,B320,Motorola,Motorola,
44776869,B320,Motorola,Motorola,
44776880,B320,Motorola,Motorola,
44776881,B320,Motorola,Motorola,
44776882,B320,Motorola,Motorola,
44776883,B320,Motorola,Motorola,
44776893,B320,Motorola,Motorola,
44776900,cd930,Motorola,Motorola,
44776907,cd930,Motorola,Motorola,
44776908,cd930,Motorola,Motorola,
44776909,cd930,Motorola,Motorola,
44776918,cd930,Motorola,Motorola,
44776920,cd930,Motorola,Motorola,
44776940,cd930,Motorola,Motorola,
44776967,cd930,Motorola,Motorola,
44776969,cd930,Motorola,Motorola,
44776980,cd930,Motorola,Motorola,
44779100,EBG-600,Panasonic,Panasonic,
44779187,EBG-600,Panasonic,Panasonic,
44780600,S11E,Siemens,Siemens,
44788000,S6 PCN Power E,Siemens,Siemens,
44788051,B616,Siemens,Siemens,
44788100,S8 PCN Power E,Siemens,Siemens,
44792800,S1088,Siemens,Siemens,
44794000,74MP898,Philips,Philips,
44796700,SGH 400,Samsung,Samsung,
44796789,SGH-A400,Samsung,Samsung,
44796800,S 20,Siemens,Siemens,
44796851,S 20,Siemens,Siemens,
44803500,Ex-Handy 02,Ecom Rolf Nied,Ecom Rolf Nied,
44803700,MP5J1G1,NEC,NEC,
44805700,S1088D,Siemens,Siemens,
44805800,S10D,Siemens,Siemens,
44805851,S10D,Siemens,Siemens,
44805900,E10 S-D-E,Siemens,Siemens,
44805951,E10 S-D-E,Siemens,Siemens,
44806000,S6 Power D,Siemens,Siemens,
44806051,S6 Power D,Siemens,Siemens,
44808100,EB-G450,Panasonic,Panasonic,
44808187,EB-G450,Panasonic,Panasonic,
44808193,EB-G450,Panasonic,Panasonic,
44808194,EB-G450,Panasonic,Panasonic,
44808800,Vega,Benefon,Benefon,
44810100,S101,SG998,SG998,
44811300,cd160,Motorola,Motorola,
44811400,d520,Motorola,Motorola,
44811407,d520,Motorola,Motorola,
44811408,d520,Motorola,Motorola,
44811409,d520,Motorola,Motorola,
44811410,d520,Motorola,Motorola,
44811440,d520,Motorola,Motorola,
44811441,d520,Motorola,Motorola,
44811467,d520,Motorola,Motorola,
44811469,d520,Motorola,Motorola,
44811480,d520,Motorola,Motorola,
44811500,MP1-1D14,Motorola,Motorola,
44811600,MG2-4C11,Motorola,Motorola,
44811700,MG2-4C12,Motorola,Motorola,
44811800,c520,Motorola,Motorola,
44811807,c520,Motorola,Motorola,
44811818,c520,Motorola,Motorola,
44811840,c520,Motorola,Motorola,
44811867,c520,Motorola,Motorola,
44811869,c520,Motorola,Motorola,
44811880,c520,Motorola,Motorola,
44814451,CMD-X2000DR,Sony,Sony,
44814400,CMD-X2000DR,Sony,Sony,
44814500,S10 active,Siemens,Siemens,
44817300,SL10,Siemens,Siemens,
44817337,SL10,Siemens,Siemens,
44817351,SL10,Siemens,Siemens,
44817352,SL10,Siemens,Siemens,
44821300,DB2000,NEC,NEC,
44821379,DB2000,NEC,NEC,
44821400,MP5JIMI,NEC,NEC,
44821479,DB500,NEC,NEC,
44821500,MP5JIPI,NEC,NEC,
44821600,DB2100,NEC,NEC,
44821700,DB2000,NEC,NEC,
44821779,DB2000,NEC,NEC,
44821800,DB2000,NEC,NEC,
44821879,DB2000,NEC,NEC,
44821900,MP5J1M1,NEC,NEC,
44822000,MP5J1S1,NEC,NEC,
44822100,DB4000,NEC,NEC,
44822179,DB4000,NEC,NEC,
44822200,DB2000,NEC,NEC,
44822279,DB2000,NEC,NEC,
44825300,Amio Cellular A108,Siemens,Siemens,
44828600,TC-2101,Telular,Telular,
44827300,TCD808A,Philips,Philips,
44828688,TC-2101,Telular,Telular,
44829300,EN328,Kenwood,Kenwood,
44830100,SL10,Siemens,Siemens,
44830137,SL10,Siemens,Siemens,
44830151,SL10,Siemens,Siemens,
44830152,SL10,Siemens,Siemens,
44830800,SL1088,Siemens,Siemens,
44830851,SL10,Siemens,Siemens,
44830900,SL10,Siemens,Siemens,
44830951,SL10,Siemens,Siemens,
44831500,SGH-600,Samsung,Samsung,
44831526,SGH-N600,Samsung,Samsung,
44831527,SGH-N600,Samsung,Samsung,
44831589,SGH-N600,Samsung,Samsung,
44831590,SGH-N600,Samsung,Samsung,
44831591,SGH-N600,Samsung,Samsung,
44831592,SGH-N600,Samsung,Samsung,
44831593,SGH-N600,Samsung,Samsung,
44831594,SGH-N600,Samsung,Samsung,
44831595,SGH-N600,Samsung,Samsung,
44832300,Diga,Philips,Philips,
44833200,C11,Siemens,Siemens,
44833251,C10,Siemens,Siemens,
44835900,G600,Panasonic,Panasonic,
44835987,EBG-600,Panasonic,Panasonic,
44835993,EBG-600,Panasonic,Panasonic,
44842000,G301,Acer,Acer,
44844600,GENIE TCD 838,Philips,Philips,
44844606,Genie,Philips,Philips,
44844650,Genie,Philips,Philips,
44844651,Genie,Philips,Philips,
44844669,Genie,Philips,Philips,
44846400,SGH-550,Samsung,Samsung,
44846500,SGH-500,Samsung,Samsung,
44846589,SGH-500,Samsung,Samsung,
44847800,C10,Siemens,Siemens,
44847851,C10,Siemens,Siemens,
44847852,C10,Siemens,Siemens,
44849100,C10,Siemens,Siemens,
44849151,C10,Siemens,Siemens,
44849500,PV160,Telit,Telit,
44849600,GM 210,Telit,Telit,
44849616,GM 210,Telit,Telit,
44852300,A118,Amio,Amio,
44852800,Quest,Commquest,Commquest,
44852900,TCD828V,Philips,Philips,
44853000,BeoCOM 9800,Bang & Olufsen,Bang & Olufsen,
44853050,BeoCOM 9800,Bang & Olufsen,Bang & Olufsen,
44853500,V3688,Motorola,Motorola,
44854300,d520,Motorola,Motorola,
44854307,d520,Motorola,Motorola,
44854340,d520,Motorola,Motorola,
44854367,d520,Motorola,Motorola,
44854369,d520,Motorola,Motorola,
44854380,d520,Motorola,Motorola,
44854400,MG1-4F11,Motorola,Motorola,
44854500,MG1-4F21,Motorola,Motorola,
44854507,c520,Motorola,Motorola,
44854600,MG1-4F22,Motorola,Motorola,
44854700,MG1-4F23,Motorola,Motorola,
44854800,MG2-4D11,Motorola,Motorola,
44854807,StarTAC 130,Motorola,Motorola,
44854808,StarTAC 130,Motorola,Motorola,
44854818,StarTAC 130,Motorola,Motorola,
44854820,StarTAC 130,Motorola,Motorola,
44854840,StarTAC 130,Motorola,Motorola,
44854841,StarTAC 130,Motorola,Motorola,
44854867,StarTAC 130,Motorola,Motorola,
44854869,StarTAC 130,Motorola,Motorola,
44854880,StarTAC 130,Motorola,Motorola,
44854881,StarTAC 130,Motorola,Motorola,
44855000,SL1088E,Siemens,Siemens,
44856100,EM328,Kenwood,Kenwood,
44856168,EM328,Kenwood,Kenwood,
44856900,GM220,Telit,Telit,
44856916,GM220,Telit,Telit,
44857000,G520,Panasonic,Panasonic,
44857086,G520,Panasonic,Panasonic,
44857087,G520,Panasonic,Panasonic,
44857088,G520,Panasonic,Panasonic,
44857089,G520,Panasonic,Panasonic,
44857100,GD70,Panasonic,Panasonic,
44857162,GD70,Panasonic,Panasonic,
44857187,GD70,Panasonic,Panasonic,
44857188,GD70,Panasonic,Panasonic,
44859100,GM240,Telit,Telit,
44859116,GM240,Telit,Telit,
44860800,GM310,Telit,Telit,
44861400,KI-G100,Kyocera,Kyocera,
44861460,IRIDIUM KI-G100,Telular,Telular,
44861700,2000 (D368),Motorola,Motorola,
44861707,c520,Motorola,Motorola,
44861708,c520,Motorola,Motorola,
44864500,Vega Gold,Benefon,Benefon,
44864800,AC118,Amio,Amio,
44866300,SGH-600C,Samsung,Samsung,
44866389,SGH-600C,Samsung,Samsung,
44866390,SGH-600C,Samsung,Samsung,
44866391,SGH-600C,Samsung,Samsung,
44867400,Savvvy,Philips,Philips,
44867406,Savvy,Philips,Philips,
44867450,Savvy,Philips,Philips,
44867451,Savvy,Philips,Philips,
44867452,Savvy,Philips,Philips,
44867453,Savvy,Philips,Philips,
44867454,Savvy,Philips,Philips,
44867455,Savvy,Philips,Philips,
44867456,Savvy,Philips,Philips,
44867457,Savvy,Philips,Philips,
44867458,Savvy,Philips,Philips,
44867459,Savvy,Philips,Philips,
44867460,Savvy,Philips,Philips,
44867461,Savvy,Philips,Philips,
44867469,Savvy,Philips,Philips,
44868500,GM210E,Telit,Telit,
44868516,GM210E,Telit,Telit,
44870800,GM230,Telit,Telit,
44870844,GM230,Telit,Telit,
44870900,GM240E,Telit,Telit,
44871000,GM220E,Telit,Telit,
44871044,GM220E,Telit,Telit,
44871100,GM270,Telit,Telit,
44871200,GM231,Telit,Telit,
44871300,GM 710,Telit,Telit,
44874700,MP5J1N1-1A,NEC,NEC,
44874900,TCD 898,Philips,Philips,
44874906,Genie 2000,Philips,Philips,
44874950,Genie 2000,Philips,Philips,
44874951,Genie 2000,Philips,Philips,
44874952,Genie 2000,Philips,Philips,
44874969,Genie 2000,Philips,Philips,
44876200,Haier HK9800C,Kenwood,Kenwood,
44876300,EM358,Kenwood,Kenwood,
44876400,G620,Acer,Acer,
44876500,G520,Acer,Acer,
44876563,G520,Acer,Acer,
44876600,G630,Acer,Acer,
44876700,G530,Acer,Acer,
44876900,SL10,Siemens,Siemens,
44877000,SL1088,Siemens,Siemens,
44877100,SL10,Siemens,Siemens,
44877200,SL1088,Siemens,Siemens,
44877300,SL10,Siemens,Siemens,
44878900,Jazz,Amio,Amio,
44881200,G625,Acer,Acer,
44882000,iO,Benefon,Benefon,
44882100,Ceres,Benefon,Benefon,
44883100,c520,Motorola,Motorola,
44883200,c520,Motorola,Motorola,
44883240,c520,Motorola,Motorola,
44883300,c520,Motorola,Motorola,
44883400,MG2-4E31,Motorola,Motorola,
44883500,MC2-41E11,Motorola,Motorola,
44883506,V3688,Motorola,Motorola,
44883507,V3688,Motorola,Motorola,
44883508,V3688,Motorola,Motorola,
44883509,V3688,Motorola,Motorola,
44883510,V3688,Motorola,Motorola,
44883511,V3688,Motorola,Motorola,
44883512,V3688,Motorola,Motorola,
44883514,V3688,Motorola,Motorola,
44883518,V3688,Motorola,Motorola,
44883519,V3688,Motorola,Motorola,
44883520,V3688,Motorola,Motorola,
44883521,V3688,Motorola,Motorola,
44883522,V3688,Motorola,Motorola,
44883523,V3688,Motorola,Motorola,
44883540,V3688,Motorola,Motorola,
44883541,V3688,Motorola,Motorola,
44883542,V3688,Motorola,Motorola,
44883543,V3688,Motorola,Motorola,
44883567,V3688,Motorola,Motorola,
44883569,V3688,Motorola,Motorola,
44883580,V3688,Motorola,Motorola,
44883581,V3688,Motorola,Motorola,
44883582,V3688,Motorola,Motorola,
44883583,V3688,Motorola,Motorola,
44883584,V3688,Motorola,Motorola,
44883585,V3688,Motorola,Motorola,
44883586,V3688,Motorola,Motorola,
44883587,V3688,Motorola,Motorola,
44883588,V3688,Motorola,Motorola,
44883589,V3688,Motorola,Motorola,
44883590,V3688,Motorola,Motorola,
44883591,V3688,Motorola,Motorola,
44883593,V3688,Motorola,Motorola,
44883600,cd520 flip,Motorola,Motorola,
44883607,M3188,Motorola,Motorola,
44883608,M3188,Motorola,Motorola,
44883640,M3188,Motorola,Motorola,
44883667,M3188,Motorola,Motorola,
44883669,M3188,Motorola,Motorola,
44883680,M3188,Motorola,Motorola,
44883800,TG222,Truly,Truly,
44883900,SW900A,Sewon Telecom,Sewon Telecom,
44884100,KGH-3000,Kejian,Kejian,
44884200,GSM9610,Hexxim,Hexxim,
44888500,C2588,Siemens,Siemens,
44888537,C25,Siemens,Siemens,
44888538,C25,Siemens,Siemens,
44888551,C25,Siemens,Siemens,
44888600,C25,Siemens,Siemens,
44888611,C25,Siemens,Siemens,
44888637,C25,Siemens,Siemens,
44888641,C25,Siemens,Siemens,
44888651,C25,Siemens,Siemens,
44888652,C25,Siemens,Siemens,
44888653,C25,Siemens,Siemens,
44888654,C25,Siemens,Siemens,
44888655,C25,Siemens,Siemens,
44888656,C25,Siemens,Siemens,
44888657,C25,Siemens,Siemens,
44889500,7110,Nokia,Nokia,
44889510,7110,Nokia,Nokia,
44889520,7110,Nokia,Nokia,
44889530,7110,Nokia,Nokia,
44889540,7110,Nokia,Nokia,
44889560,7110,Nokia,Nokia,
44889570,7110,Nokia,Nokia,
44889580,7110,Nokia,Nokia,
44889588,7110,Nokia,Nokia,
44889591,7110,Nokia,Nokia,
44889592,7110,Nokia,Nokia,
44889593,7110,Nokia,Nokia,
44889600,3210,Nokia,Nokia,
44889610,3210,Nokia,Nokia,
44889620,3210,Nokia,Nokia,
44889630,3210,Nokia,Nokia,
44889640,3210,Nokia,Nokia,
44889660,3210,Nokia,Nokia,
44889670,3210,Nokia,Nokia,
44889680,3210,Nokia,Nokia,
44889688,3210,Nokia,Nokia,
44889691,3210,Nokia,Nokia,
44889692,3210,Nokia,Nokia,
44889693,3210,Nokia,Nokia,
44889700,3210,Nokia,Nokia,
44889800,3210,Nokia,Nokia,
44889810,3210,Nokia,Nokia,
44889820,3210,Nokia,Nokia,
44889830,3210,Nokia,Nokia,
44889840,3210,Nokia,Nokia,
44889860,3210,Nokia,Nokia,
44889870,3210,Nokia,Nokia,
44889880,3210,Nokia,Nokia,
44889888,3210,Nokia,Nokia,
44889891,3210,Nokia,Nokia,
44889892,3210,Nokia,Nokia,
44889893,3210,Nokia,Nokia,
44889900,6090,Nokia,Nokia,
44889970,6090,Nokia,Nokia,
44889993,6090,Nokia,Nokia,
44890100,7110,Nokia,Nokia,
44890110,8850,Nokia,Nokia,
44890120,8850,Nokia,Nokia,
44890130,8850,Nokia,Nokia,
44890140,8850,Nokia,Nokia,
44890160,8850,Nokia,Nokia,
44890170,8850,Nokia,Nokia,
44890180,8850,Nokia,Nokia,
44890191,8850,Nokia,Nokia,
44890200,8210,Nokia,Nokia,
44890210,8210,Nokia,Nokia,
44890220,8210,Nokia,Nokia,
44890230,8210,Nokia,Nokia,
44890240,8210,Nokia,Nokia,
44890260,8210,Nokia,Nokia,
44890270,8210,Nokia,Nokia,
44890280,8210,Nokia,Nokia,
44890291,8210,Nokia,Nokia,
44890292,8210,Nokia,Nokia,
44890293,8210,Nokia,Nokia,
44890300,3210,Nokia,Nokia,
44890310,3210,Nokia,Nokia,
44890320,3210,Nokia,Nokia,
44890330,3210,Nokia,Nokia,
44890340,3210,Nokia,Nokia,
44890360,3210,Nokia,Nokia,
44890370,3210,Nokia,Nokia,
44890380,3210,Nokia,Nokia,
44890388,3210,Nokia,Nokia,
44890391,3210,Nokia,Nokia,
44890392,3210,Nokia,Nokia,
44890393,3210,Nokia,Nokia,
44890400,7110,Nokia,Nokia,
44890410,7110,Nokia,Nokia,
44890420,7110,Nokia,Nokia,
44890430,7110,Nokia,Nokia,
44890440,7110,Nokia,Nokia,
44890460,7110,Nokia,Nokia,
44890470,7110,Nokia,Nokia,
44890480,7110,Nokia,Nokia,
44890488,7110,Nokia,Nokia,
44890491,7110,Nokia,Nokia,
44890492,7110,Nokia,Nokia,
44890493,7110,Nokia,Nokia,
44895000,MP2-1A15,Motorola,Motorola,
44895100,M3188,Motorola,Motorola,
44895107,M3288,Motorola,Motorola,
44895108,M3288,Motorola,Motorola,
44895140,M3288,Motorola,Motorola,
44895167,M3288,Motorola,Motorola,
44895169,M3288,Motorola,Motorola,
44895180,M3288,Motorola,Motorola,
44895200,MC2-41G1,Motorola,Motorola,
44895207,MC2-41G1,Motorola,Motorola,
44895218,MC2-41G1,Motorola,Motorola,
44895220,MC2-41G1,Motorola,Motorola,
44895230,MC2-41G1,Motorola,Motorola,
44895240,MC2-41G1,Motorola,Motorola,
44895250,MC2-41G1,Motorola,Motorola,
44895261,MC2-41G1,Motorola,Motorola,
44895267,MC2-41G1,Motorola,Motorola,
44895269,MC2-41G1,Motorola,Motorola,
44895280,MC2-41G1,Motorola,Motorola,
44895293,MC2-41G1,Motorola,Motorola,
44895300,M3688,Motorola,Motorola,
44895400,L7089,Motorola,Motorola,
44895401,L7089,Motorola,Motorola,
44895407,L7089,Motorola,Motorola,
44895408,L7089,Motorola,Motorola,
44895418,L7089,Motorola,Motorola,
44895420,L7089,Motorola,Motorola,
44895440,L7089,Motorola,Motorola,
44895441,L7089,Motorola,Motorola,
44895450,L7089,Motorola,Motorola,
44895469,L7089,Motorola,Motorola,
44895470,L7089,Motorola,Motorola,
44895480,L7089,Motorola,Motorola,
44895481,L7089,Motorola,Motorola,
44895482,L7089,Motorola,Motorola,
44895500,M3688,Motorola,Motorola,
44895507,M3688,Motorola,Motorola,
44895508,M3688,Motorola,Motorola,
44895518,M3688,Motorola,Motorola,
44895520,M3688,Motorola,Motorola,
44895540,M3688,Motorola,Motorola,
44895541,M3688,Motorola,Motorola,
44895569,M3688,Motorola,Motorola,
44895580,M3688,Motorola,Motorola,
44896100,BeoCOM 9800,Bang & Olufsen,Bang & Olufsen,
44896150,BeoCOM 9800,Bang & Olufsen,Bang & Olufsen,
44908600,c520,Motorola,Motorola,
44908700,c520,Motorola,Motorola,
44908800,STARTAC Bi-Fentes,Motorola,Motorola,
44908807,STARTAC Bi-Fentes,Motorola,Motorola,
44908900,c520,Motorola,Motorola,
44909000,L7189,Motorola,Motorola,
44909007,L7189,Motorola,Motorola,
44909018,L7189,Motorola,Motorola,
44909020,L7189,Motorola,Motorola,
44909040,L7189,Motorola,Motorola,
44909069,L7189,Motorola,Motorola,
44909080,L7189,Motorola,Motorola,
44909081,L7189,Motorola,Motorola,
44909100,unknown,Motorola,Motorola,
44910000,EN358,Kenwood,Kenwood,
44910100,C2588,Siemens,Siemens,
44910137,S25,Siemens,Siemens,
44910151,S25,Siemens,Siemens,
44910200,S25,Siemens,Siemens,
44910237,S25,Siemens,Siemens,
44910251,S25,Siemens,Siemens,
44910252,S25,Siemens,Siemens,
44910253,S25,Siemens,Siemens,
44910254,S25,Siemens,Siemens,
44910255,S25,Siemens,Siemens,
44910300,GM211,Telit,Telit,
44910400,GM211E,Telit,Telit,
44910500,GM221,Telit,Telit,
44910543,GM221,Telit,Telit,
44910600,GM221E,Telit,Telit,
44910700,GM241,Telit,Telit,
44910800,GM241E,Telit,Telit,
44910900,GM271,Telit,Telit,
44911000,GM360S,Telit,Telit,
44911100,GM630D,Telit,Telit,
44911200,GM711,Telit,Telit,
44911244,GM711,Telit,Telit,
44911300,G600P,Panasonic,Panasonic,
44911400,G520,Panasonic,Panasonic,
44911487,G520,Panasonic,Panasonic,
44911500,SGH-2100P,Samsung,Samsung,
44911600,SGH-600E,Samsung,Samsung,
44911700,SGH-800,Samsung,Samsung,
44911789,SGH-800,Samsung,Samsung,
44911800,1920,Aselsan Electronics,Aselsan Electronics,
44911900,EM608,Kenwood,Kenwood,
44911968,EM608,Kenwood,Kenwood,
44912000,EM 618,Kenwood,Kenwood,
44912068,EM 618,Kenwood,Kenwood,
44912098,EM 618,Kenwood,Kenwood,
44912200,TCD878J,Philips,Philips,
44912206,Xenium,Philips,Philips,
44912250,Xenium,Philips,Philips,
44912269,Xenium,Philips,Philips,
44912300,GD90,Panasonic,Panasonic,
44912322,GD90,Panasonic,Panasonic,
44912356,GD90,Panasonic,Panasonic,
44912362,GD90,Panasonic,Panasonic,
44912363,GD90,Panasonic,Panasonic,
44912385,GD90,Panasonic,Panasonic,
44912387,GD90,Panasonic,Panasonic,
44912388,GD90,Panasonic,Panasonic,
44912389,GD90,Panasonic,Panasonic,
44912390,GD90,Panasonic,Panasonic,
44912391,GD90,Panasonic,Panasonic,
44912398,GD90,Panasonic,Panasonic,
44912500,C25,Siemens,Siemens,
44912532,C25,Siemens,Siemens,
44912533,C25,Siemens,Siemens,
44912537,C25,Siemens,Siemens,
44912541,C25,Siemens,Siemens,
44912542,C25,Siemens,Siemens,
44912543,C25,Siemens,Siemens,
44912544,C25,Siemens,Siemens,
44912545,C25,Siemens,Siemens,
44912546,C25,Siemens,Siemens,
44912551,C25,Siemens,Siemens,
44912552,C25,Siemens,Siemens,
44912553,C25,Siemens,Siemens,
44912554,C25,Siemens,Siemens,
44912555,C25,Siemens,Siemens,
44912556,C25,Siemens,Siemens,
44912557,C25,Siemens,Siemens,
44912558,C25,Siemens,Siemens,
44912559,C25,Siemens,Siemens,
44912560,C25,Siemens,Siemens,
44912600,C2588,Siemens,Siemens,
44912637,C25,Siemens,Siemens,
44912638,C25,Siemens,Siemens,
44912639,C25,Siemens,Siemens,
44912651,C25,Siemens,Siemens,
44912700,GD30,Panasonic,Panasonic,
44912762,GD35,Panasonic,Panasonic,
44912787,GD35,Panasonic,Panasonic,
44912788,GD35,Panasonic,Panasonic,
44912798,GD35,Panasonic,Panasonic,
44912800,GSM Dual-Band Engine,Simoco,Simoco,
44912841,unknown,Telular,Telular,
44912900,TCL9910,Telit,Telit,
44913000,GM67OD,Telit,Telit,
44913044,GM67OD,Telit,Telit,
44913100,SAT550,Telit,Telit,
44913144,SAT550,Telit,Telit,
44913200,TCL9910E,Telit,Telit,
44913300,TCL9930,Telit,Telit,
44913400,Estremo,Telit,Telit,
44913444,Estremo,Telit,Telit,
44913500,GM 810,Telit,Telit,
44913544,GM810,Telit,Telit,
44913600,GM 830,Telit,Telit,
44913644,GM830,Telit,Telit,
44914000,KGH-6380C,Kejian,Kejian,
44914100,SGH-2100C,Samsung,Samsung,
44914200,3210,Nokia,Nokia,
44914210,3210,Nokia,Nokia,
44914220,3210,Nokia,Nokia,
44914230,3210,Nokia,Nokia,
44914240,3210,Nokia,Nokia,
44914260,3210,Nokia,Nokia,
44914270,3210,Nokia,Nokia,
44914280,3210,Nokia,Nokia,
44914288,3210,Nokia,Nokia,
44914291,3210,Nokia,Nokia,
44914292,3210,Nokia,Nokia,
44914293,3210,Nokia,Nokia,
44914300,3210,Nokia,Nokia,
44914310,3210,Nokia,Nokia,
44914320,3210,Nokia,Nokia,
44914330,3210,Nokia,Nokia,
44914340,3210,Nokia,Nokia,
44914360,3210,Nokia,Nokia,
44914370,3210,Nokia,Nokia,
44914380,3210,Nokia,Nokia,
44914388,3210,Nokia,Nokia,
44914391,3210,Nokia,Nokia,
44914392,3210,Nokia,Nokia,
44914393,3210,Nokia,Nokia,
44914400,Card Phone 2.0,Nokia,Nokia,
44914410,8210,Nokia,Nokia,
44914420,8210,Nokia,Nokia,
44914430,8210,Nokia,Nokia,
44914440,8210,Nokia,Nokia,
44914460,8210,Nokia,Nokia,
44914470,8210,Nokia,Nokia,
44914480,8210,Nokia,Nokia,
44914488,8210,Nokia,Nokia,
44914491,8210,Nokia,Nokia,
44914492,8210,Nokia,Nokia,
44914493,8210,Nokia,Nokia,
44914500,6010,Nokia,Nokia,
44914600,6010,Nokia,Nokia,
44914620,unknown,Nokia,Nokia,
44914700,6010,Nokia,Nokia,
44914800,3210,Nokia,Nokia,
44914810,3210,Nokia,Nokia,
44914820,3210,Nokia,Nokia,
44914830,3210,Nokia,Nokia,
44914840,3210,Nokia,Nokia,
44914860,3210,Nokia,Nokia,
44914870,3210,Nokia,Nokia,
44914880,3210,Nokia,Nokia,
44914888,3210,Nokia,Nokia,
44914891,3210,Nokia,Nokia,
44914892,3210,Nokia,Nokia,
44914893,3210,Nokia,Nokia,
44914900,3210,Nokia,Nokia,
44914910,3210,Nokia,Nokia,
44914920,3210,Nokia,Nokia,
44914930,3210,Nokia,Nokia,
44914940,3210,Nokia,Nokia,
44914960,3210,Nokia,Nokia,
44914970,3210,Nokia,Nokia,
44914980,3210,Nokia,Nokia,
44914988,3210,Nokia,Nokia,
44914991,3210,Nokia,Nokia,
44914992,3210,Nokia,Nokia,
44914993,3210,Nokia,Nokia,
44915000,3210,Nokia,Nokia,
44915010,3210,Nokia,Nokia,
44915020,3210,Nokia,Nokia,
44915030,3210,Nokia,Nokia,
44915040,3210,Nokia,Nokia,
44915060,3210,Nokia,Nokia,
44915070,3210,Nokia,Nokia,
44915080,3210,Nokia,Nokia,
44915088,3210,Nokia,Nokia,
44915091,3210,Nokia,Nokia,
44915092,3210,Nokia,Nokia,
44915093,3210,Nokia,Nokia,
44915100,3210,Nokia,Nokia,
44915110,3210,Nokia,Nokia,
44915120,3210,Nokia,Nokia,
44915130,3210,Nokia,Nokia,
44915140,3210,Nokia,Nokia,
44915160,3210,Nokia,Nokia,
44915170,3210,Nokia,Nokia,
44915180,3210,Nokia,Nokia,
44915188,3210,Nokia,Nokia,
44915191,3210,Nokia,Nokia,
44915192,3210,Nokia,Nokia,
44915193,3210,Nokia,Nokia,
44915200,unknown,Motorola,Motorola,
44915300,M3888,Motorola,Motorola,
44915400,M6088,Motorola,Motorola,
44915407,M6088,Motorola,Motorola,
44915418,M6088,Motorola,Motorola,
44915420,M6088,Motorola,Motorola,
44915430,M6088,Motorola,Motorola,
44915440,M6088,Motorola,Motorola,
44915461,M6088,Motorola,Motorola,
44915467,M6088,Motorola,Motorola,
44915469,M6088,Motorola,Motorola,
44915480,M6088,Motorola,Motorola,
44915481,M6088,Motorola,Motorola,
44915493,M6088,Motorola,Motorola,
44915500,MC2-41I12,Motorola,Motorola,
44915507,M6088,Motorola,Motorola,
44915518,M6088,Motorola,Motorola,
44915520,M6088,Motorola,Motorola,
44915530,M6088,Motorola,Motorola,
44915540,M6088,Motorola,Motorola,
44915550,M6088,Motorola,Motorola,
44915561,M6088,Motorola,Motorola,
44915567,M6088,Motorola,Motorola,
44915569,M6088,Motorola,Motorola,
44915580,M6088,Motorola,Motorola,
44915593,M6088,Motorola,Motorola,
44915600,A6188,Motorola,Motorola,
44915607,A6188,Motorola,Motorola,
44915618,A6188,Motorola,Motorola,
44915620,A6188,Motorola,Motorola,
44915630,A6188,Motorola,Motorola,
44915640,A6188,Motorola,Motorola,
44915661,A6188,Motorola,Motorola,
44915667,A6188,Motorola,Motorola,
44915669,A6188,Motorola,Motorola,
44915680,A6188,Motorola,Motorola,
44915693,A6188,Motorola,Motorola,
44915700,Fixed Wireless Terminal,Motorola,Motorola,
44915800,GD50,Panasonic,Panasonic,
44915862,GD50,Panasonic,Panasonic,
44915877,GD50,Panasonic,Panasonic,
44915887,GD50,Panasonic,Panasonic,
44915898,GD50,Panasonic,Panasonic,
44915900,6110-Ex,Ecom Rolf Nied,Ecom Rolf Nied,
44916100,Xoceco XG898,Kenwood,Kenwood,
44916200,SGH-810,Samsung,Samsung,
44916252,SGH-810,Samsung,Samsung,
44916289,SGH-810,Samsung,Samsung,
44916400,Eclipse,Voxson,Voxson,
44916500,Stealth,Voxson,Voxson,
44916600,D68,Acer,Acer,
44916700,D65,Acer,Acer,
44916800,D66,Acer,Acer,
44916900,D70,Acer,Acer,
44917000,D75,Acer,Acer,
44917100,D77,Acer,Acer,
44917200,Fixed Wireless Terminal,Motorola,Motorola,
44917300,MC2-41H11,Motorola,Motorola,
44917307,MC2-41H11,Motorola,Motorola,
44917308,MC2-41H11,Motorola,Motorola,
44917309,MC2-41H11,Motorola,Motorola,
44917310,MC2-41H11,Motorola,Motorola,
44917318,MC2-41H11,Motorola,Motorola,
44917320,MC2-41H11,Motorola,Motorola,
44917330,MC2-41H11,Motorola,Motorola,
